call id,agent,date,time,topic,answered (Y/N),resolved,speed of answer in seconds,avgtalkduration,satisfaction rating
ID4062,Jim,3/12/2021,14:57:07,Technical Support,Y,Y,19,347,2
ID4063,Becky,3/12/2021,16:06:14,Technical Support,Y,Y,25,310,3
ID4064,Becky,3/12/2021,16:06:14,Streaming,Y,N,65,127,2
ID4065,Jim,3/12/2021,16:23:31,Technical Support,Y,Y,27,168,1
ID4066,Jim,3/12/2021,16:23:31,Contract related,Y,Y,107,143,1
ID4067,Becky,3/12/2021,17:00:58,Admin Support,Y,Y,90,219,3
ID4068,Becky,3/12/2021,17:00:58,Payment related,Y,Y,45,91,3
ID4069,Dan,3/12/2021,17:11:02,Payment related,Y,Y,39,343,4
ID4070,Joe,3/12/2021,17:11:02,Streaming,Y,Y,63,283,5
ID4071,Greg,3/12/2021,17:52:48,Admin Support,Y,N,95,38,1
ID4072,Joe,3/12/2021,17:52:48,Admin Support,Y,Y,39,324,4
ID4073,Diane,3/13/2021,9:02:53,Admin Support,N,N,,0,
ID4074,Martha,3/13/2021,9:02:53,Admin Support,N,N,,0,
ID4075,Martha,3/13/2021,9:02:53,Admin Support,Y,Y,125,60,3
ID4076,Martha,3/13/2021,9:02:53,Technical Support,Y,Y,73,90,4
ID4077,Greg,3/13/2021,9:38:53,Admin Support,Y,Y,116,56,4
ID4078,Joe,3/13/2021,9:38:53,Technical Support,Y,Y,115,141,2
ID4079,Joe,3/13/2021,10:49:26,Admin Support,N,N,,0,
ID4080,Stewart,3/13/2021,10:49:26,Payment related,Y,Y,56,367,2
ID4081,Dan,3/13/2021,11:15:22,Technical Support,Y,Y,123,159,2
ID4082,Becky,3/13/2021,11:15:22,Admin Support,Y,Y,36,50,1
ID4083,Greg,3/13/2021,11:28:19,Technical Support,Y,Y,84,93,5
ID4084,Martha,3/13/2021,11:28:19,Streaming,Y,Y,74,181,3
ID4085,Jim,3/13/2021,11:38:24,Streaming,Y,Y,20,256,5
ID4086,Martha,3/13/2021,11:38:24,Streaming,N,N,,0,
ID4087,Diane,3/13/2021,11:42:43,Payment related,Y,Y,13,273,3
ID4088,Greg,3/13/2021,11:42:43,Contract related,Y,N,28,59,3
ID4089,Dan,3/13/2021,13:42:14,Contract related,Y,Y,13,115,4
ID4090,Martha,3/13/2021,13:42:14,Streaming,Y,Y,100,73,3
ID4091,Jim,3/13/2021,14:13:55,Contract related,Y,Y,119,175,3
ID4092,Stewart,3/13/2021,14:13:55,Technical Support,N,N,,0,
ID4093,Martha,3/13/2021,14:18:14,Technical Support,Y,Y,125,343,5
ID4094,Joe,3/13/2021,14:18:14,Streaming,N,N,,0,
ID4095,Jim,3/13/2021,14:38:24,Technical Support,Y,N,88,107,4
ID4096,Becky,3/13/2021,14:38:24,Technical Support,Y,Y,71,34,4
ID4097,Dan,3/13/2021,14:41:17,Contract related,Y,Y,99,34,4
ID4098,Dan,3/13/2021,14:41:17,Admin Support,Y,Y,94,352,1
ID4099,Becky,3/13/2021,15:00:00,Admin Support,Y,Y,115,312,1
ID4100,Becky,3/13/2021,15:00:00,Contract related,Y,Y,36,311,5
ID4101,Stewart,3/13/2021,15:02:53,Payment related,Y,Y,72,232,3
ID4102,Becky,3/13/2021,15:02:53,Contract related,Y,Y,51,63,3
ID4103,Diane,3/13/2021,15:36:00,Admin Support,Y,Y,11,273,2
ID4104,Stewart,3/13/2021,15:36:00,Admin Support,Y,N,101,346,5
ID4105,Stewart,3/13/2021,15:38:53,Admin Support,Y,Y,119,337,3
ID4106,Diane,3/13/2021,15:38:53,Technical Support,Y,Y,64,157,3
ID4107,Martha,3/13/2021,15:44:38,Technical Support,Y,Y,12,250,3
ID4108,Greg,3/13/2021,15:44:38,Streaming,Y,Y,118,311,3
ID4109,Greg,3/13/2021,15:59:02,Payment related,Y,Y,107,151,2
ID4110,Martha,3/13/2021,15:59:02,Payment related,Y,Y,122,303,3
ID4111,Becky,3/13/2021,16:17:46,Payment related,Y,Y,41,221,4
ID4112,Becky,3/13/2021,16:17:46,Streaming,Y,Y,22,43,1
ID4113,Martha,3/13/2021,16:53:46,Technical Support,N,N,,0,
ID4114,Martha,3/13/2021,16:53:46,Contract related,Y,Y,93,219,3
ID4115,Jim,3/13/2021,17:02:24,Admin Support,Y,Y,20,260,5
ID4116,Dan,3/13/2021,17:02:24,Contract related,Y,Y,90,245,4
ID4117,Becky,3/13/2021,17:24:00,Technical Support,Y,Y,107,393,3
ID4118,Jim,3/13/2021,17:24:00,Technical Support,N,N,,0,
ID4119,Dan,3/13/2021,17:44:10,Contract related,Y,Y,38,343,3
ID4120,Joe,3/13/2021,17:44:10,Contract related,N,N,,0,
ID4121,Becky,3/14/2021,9:00:00,Streaming,Y,Y,50,117,4
ID4122,Greg,3/14/2021,9:00:00,Admin Support,Y,Y,90,306,4
ID4123,Becky,3/14/2021,9:20:10,Admin Support,Y,Y,22,261,4
ID4124,Joe,3/14/2021,9:20:10,Admin Support,N,N,,0,
ID4125,Martha,3/14/2021,9:57:36,Streaming,Y,Y,67,305,4
ID4126,Dan,3/14/2021,9:57:36,Contract related,Y,Y,89,380,3
ID4127,Becky,3/14/2021,10:07:41,Payment related,Y,Y,21,346,3
ID4128,Diane,3/14/2021,10:07:41,Contract related,Y,Y,34,64,4
ID4129,Diane,3/14/2021,10:09:07,Contract related,Y,Y,77,48,2
ID4130,Diane,3/14/2021,10:09:07,Admin Support,Y,Y,72,165,1
ID4131,Joe,3/14/2021,10:32:10,Streaming,Y,Y,83,121,3
ID4132,Jim,3/14/2021,10:32:10,Streaming,Y,Y,120,106,3
ID4133,Diane,3/14/2021,11:09:36,Contract related,Y,Y,82,256,5
ID4134,Martha,3/14/2021,11:09:36,Streaming,Y,Y,61,399,5
ID4135,Jim,3/14/2021,11:25:26,Contract related,Y,Y,69,159,2
ID4136,Jim,3/14/2021,11:25:26,Technical Support,Y,N,19,257,4
ID4137,Diane,3/14/2021,11:36:58,Technical Support,Y,Y,35,255,2
ID4138,Jim,3/14/2021,11:36:58,Payment related,N,N,,0,
ID4139,Jim,3/14/2021,11:52:48,Contract related,Y,Y,11,388,3
ID4140,Jim,3/14/2021,11:52:48,Admin Support,Y,Y,110,49,3
ID4141,Dan,3/14/2021,13:00:29,Payment related,Y,Y,119,137,1
ID4142,Jim,3/14/2021,13:00:29,Contract related,Y,Y,38,87,4
ID4143,Joe,3/14/2021,13:09:07,Payment related,Y,Y,40,308,4
ID4144,Dan,3/14/2021,13:09:07,Streaming,Y,Y,19,266,5
ID4145,Dan,3/14/2021,13:16:19,Technical Support,N,N,,0,
ID4146,Martha,3/14/2021,13:16:19,Payment related,Y,Y,63,345,3
ID4147,Jim,3/14/2021,13:24:58,Technical Support,Y,Y,33,190,5
ID4148,Becky,3/14/2021,13:24:58,Technical Support,N,N,,0,
ID4149,Jim,3/14/2021,13:40:48,Admin Support,Y,N,26,308,5
ID4150,Jim,3/14/2021,13:40:48,Streaming,N,N,,0,
ID4151,Diane,3/14/2021,13:46:34,Contract related,N,N,,0,
ID4152,Jim,3/14/2021,13:46:34,Admin Support,Y,Y,81,211,5
ID4153,Martha,3/14/2021,14:03:50,Technical Support,Y,Y,65,388,3
ID4154,Jim,3/14/2021,14:03:50,Admin Support,Y,Y,84,254,3
ID4155,Jim,3/14/2021,14:25:26,Admin Support,Y,Y,42,292,1
ID4156,Dan,3/14/2021,14:25:26,Admin Support,N,N,,0,
ID4157,Becky,3/14/2021,14:39:50,Admin Support,N,N,,0,
ID4158,Martha,3/14/2021,14:39:50,Streaming,Y,Y,123,218,2
ID4159,Greg,3/14/2021,15:17:17,Contract related,Y,Y,65,397,4
ID4160,Diane,3/14/2021,15:17:17,Contract related,Y,Y,33,343,5
ID4161,Diane,3/14/2021,15:27:22,Payment related,Y,Y,117,244,3
ID4162,Diane,3/14/2021,15:27:22,Streaming,Y,Y,122,96,3
ID4163,Jim,3/14/2021,15:43:12,Technical Support,Y,Y,21,325,4
ID4164,Dan,3/14/2021,15:43:12,Streaming,Y,N,48,256,4
ID4165,Greg,3/14/2021,16:36:29,Contract related,N,N,,0,
ID4166,Diane,3/14/2021,16:36:29,Technical Support,Y,Y,98,177,1
ID4167,Dan,3/14/2021,16:36:29,Streaming,Y,Y,95,151,4
ID4168,Dan,3/14/2021,16:36:29,Contract related,Y,Y,28,408,3
ID4169,Joe,3/14/2021,17:57:07,Admin Support,N,N,,0,
ID4170,Dan,3/14/2021,17:57:07,Streaming,N,N,,0,
ID4171,Dan,3/15/2021,9:08:38,Admin Support,N,N,,0,
ID4172,Greg,3/15/2021,9:08:38,Streaming,Y,Y,40,292,3
ID4173,Martha,3/15/2021,9:30:14,Streaming,Y,Y,13,223,2
ID4174,Becky,3/15/2021,9:30:14,Streaming,Y,Y,71,79,5
ID4175,Martha,3/15/2021,9:44:38,Technical Support,Y,Y,106,46,4
ID4176,Dan,3/15/2021,9:44:38,Streaming,Y,N,94,211,4
ID4177,Greg,3/15/2021,10:00:29,Payment related,Y,Y,74,239,5
ID4178,Dan,3/15/2021,10:00:29,Contract related,Y,Y,34,38,4
ID4179,Jim,3/15/2021,10:09:07,Admin Support,Y,Y,38,126,2
ID4180,Jim,3/15/2021,10:09:07,Technical Support,Y,Y,31,173,4
ID4181,Martha,3/15/2021,10:13:26,Contract related,Y,Y,13,185,3
ID4182,Stewart,3/15/2021,10:13:26,Technical Support,Y,Y,79,108,3
ID4183,Stewart,3/15/2021,11:06:43,Contract related,Y,Y,49,300,2
ID4184,Stewart,3/15/2021,11:06:43,Technical Support,Y,Y,89,239,1
ID4185,Jim,3/15/2021,11:09:36,Streaming,Y,Y,37,297,5
ID4186,Becky,3/15/2021,11:09:36,Streaming,N,N,,0,
ID4187,Jim,3/15/2021,11:58:34,Contract related,N,N,,0,
ID4188,Diane,3/15/2021,11:58:34,Admin Support,Y,Y,51,142,3
ID4189,Greg,3/15/2021,12:10:05,Payment related,Y,Y,49,131,1
ID4190,Jim,3/15/2021,12:10:05,Payment related,N,N,,0,
ID4191,Becky,3/15/2021,12:28:48,Admin Support,Y,Y,14,344,4
ID4192,Joe,3/15/2021,12:28:48,Payment related,Y,Y,91,287,3
ID4193,Becky,3/15/2021,13:07:41,Contract related,N,N,,0,
ID4194,Greg,3/15/2021,13:07:41,Admin Support,Y,Y,111,188,3
ID4195,Martha,3/15/2021,13:33:36,Contract related,Y,Y,80,286,5
ID4196,Dan,3/15/2021,13:33:36,Admin Support,Y,Y,119,114,3
ID4197,Jim,3/15/2021,13:52:19,Contract related,Y,Y,68,197,3
ID4198,Stewart,3/15/2021,13:52:19,Payment related,N,N,,0,
ID4199,Jim,3/15/2021,14:09:36,Contract related,Y,Y,109,145,3
ID4200,Stewart,3/15/2021,14:09:36,Streaming,Y,Y,24,416,4
ID4201,Diane,3/15/2021,14:26:53,Technical Support,Y,Y,55,145,5
ID4202,Dan,3/15/2021,14:26:53,Admin Support,Y,Y,92,254,5
ID4203,Martha,3/15/2021,15:51:50,Technical Support,Y,Y,106,202,3
ID4204,Diane,3/15/2021,15:51:50,Admin Support,Y,Y,28,85,3
ID4205,Becky,3/15/2021,16:04:48,Payment related,Y,Y,28,152,5
ID4206,Dan,3/15/2021,16:04:48,Contract related,Y,N,40,357,2
ID4207,Greg,3/15/2021,16:27:50,Technical Support,Y,Y,12,405,5
ID4208,Joe,3/15/2021,16:27:50,Streaming,Y,Y,61,149,5
ID4209,Becky,3/15/2021,17:05:17,Streaming,Y,Y,92,84,1
ID4210,Jim,3/15/2021,17:05:17,Technical Support,N,N,,0,
ID4211,Greg,3/15/2021,17:11:02,Payment related,N,N,,0,
ID4212,Greg,3/15/2021,17:11:02,Admin Support,Y,Y,43,36,3
ID4213,Joe,3/15/2021,17:18:14,Admin Support,Y,Y,46,233,5
ID4214,Dan,3/15/2021,17:18:14,Technical Support,Y,Y,51,362,4
ID4215,Diane,3/15/2021,17:28:19,Contract related,Y,Y,13,74,3
ID4216,Diane,3/15/2021,17:28:19,Payment related,Y,N,19,104,5
ID4217,Becky,3/15/2021,17:32:38,Admin Support,Y,Y,30,209,3
ID4218,Dan,3/15/2021,17:32:38,Technical Support,Y,Y,122,394,3
ID4219,Greg,3/15/2021,17:47:02,Admin Support,Y,Y,83,221,2
ID4220,Jim,3/15/2021,17:47:02,Technical Support,N,N,,0,
ID4221,Joe,3/16/2021,9:11:31,Technical Support,Y,Y,125,75,4
ID4222,Joe,3/16/2021,9:11:31,Admin Support,Y,Y,80,69,2
ID4223,Stewart,3/16/2021,9:46:05,Streaming,Y,Y,112,347,2
ID4224,Greg,3/16/2021,9:46:05,Streaming,Y,Y,113,206,5
ID4225,Dan,3/16/2021,10:09:07,Admin Support,Y,Y,95,240,4
ID4226,Joe,3/16/2021,10:09:07,Streaming,Y,Y,40,195,3
ID4227,Dan,3/16/2021,10:10:34,Streaming,Y,Y,106,412,3
ID4228,Greg,3/16/2021,10:10:34,Payment related,Y,Y,38,213,3
ID4229,Martha,3/16/2021,10:23:31,Contract related,N,N,,0,
ID4230,Greg,3/16/2021,10:23:31,Streaming,Y,Y,61,240,3
ID4231,Dan,3/16/2021,10:23:31,Admin Support,N,N,,0,
ID4232,Joe,3/16/2021,10:23:31,Streaming,N,N,,0,
ID4233,Martha,3/16/2021,10:35:02,Streaming,N,N,,0,
ID4234,Jim,3/16/2021,10:35:02,Admin Support,Y,Y,70,251,1
ID4235,Becky,3/16/2021,11:12:29,Technical Support,N,N,,0,
ID4236,Dan,3/16/2021,11:12:29,Streaming,N,N,,0,
ID4237,Stewart,3/16/2021,11:44:10,Technical Support,Y,Y,56,336,4
ID4238,Stewart,3/16/2021,11:44:10,Streaming,Y,Y,26,371,4
ID4239,Diane,3/16/2021,12:21:36,Technical Support,Y,Y,11,186,4
ID4240,Greg,3/16/2021,12:21:36,Payment related,Y,Y,22,391,1
ID4241,Jim,3/16/2021,12:43:12,Streaming,Y,Y,33,400,3
ID4242,Stewart,3/16/2021,12:43:12,Streaming,Y,Y,58,66,4
ID4243,Greg,3/16/2021,12:48:58,Contract related,Y,Y,72,347,3
ID4244,Greg,3/16/2021,12:48:58,Payment related,Y,Y,63,327,5
ID4245,Diane,3/16/2021,13:04:48,Streaming,Y,Y,52,212,4
ID4246,Joe,3/16/2021,13:04:48,Streaming,N,N,,0,
ID4247,Stewart,3/16/2021,13:16:19,Technical Support,Y,Y,106,331,5
ID4248,Diane,3/16/2021,13:16:19,Admin Support,Y,Y,26,394,3
ID4249,Diane,3/16/2021,13:29:17,Payment related,Y,Y,76,209,5
ID4250,Stewart,3/16/2021,13:29:17,Technical Support,Y,Y,45,389,5
ID4251,Martha,3/16/2021,13:32:10,Contract related,N,N,,0,
ID4252,Dan,3/16/2021,13:32:10,Payment related,Y,Y,61,90,3
ID4253,Greg,3/16/2021,13:56:38,Technical Support,N,N,,0,
ID4254,Dan,3/16/2021,13:56:38,Contract related,Y,N,38,295,2
ID4255,Jim,3/16/2021,14:09:36,Contract related,Y,Y,19,133,4
ID4256,Joe,3/16/2021,14:09:36,Streaming,Y,Y,15,183,4
ID4257,Becky,3/16/2021,14:13:55,Streaming,Y,Y,90,295,3
ID4258,Stewart,3/16/2021,14:13:55,Admin Support,Y,Y,99,64,3
ID4259,Becky,3/16/2021,14:13:55,Contract related,Y,Y,18,116,5
ID4260,Jim,3/16/2021,14:13:55,Payment related,Y,Y,65,155,4
ID4261,Martha,3/16/2021,14:25:26,Admin Support,Y,Y,91,337,4
ID4262,Jim,3/16/2021,14:25:26,Streaming,Y,Y,95,124,4
ID4263,Jim,3/16/2021,14:34:05,Streaming,Y,Y,87,284,4
ID4264,Dan,3/16/2021,14:34:05,Payment related,Y,Y,71,361,3
ID4265,Jim,3/16/2021,15:21:36,Admin Support,Y,Y,74,184,5
ID4266,Jim,3/16/2021,15:21:36,Technical Support,Y,Y,28,305,4
ID4267,Joe,3/16/2021,15:40:19,Contract related,Y,Y,101,173,3
ID4268,Martha,3/16/2021,15:40:19,Contract related,N,N,,0,
ID4269,Martha,3/16/2021,15:43:12,Payment related,Y,Y,90,288,3
ID4270,Joe,3/16/2021,15:43:12,Contract related,Y,Y,76,296,5
ID4271,Diane,3/16/2021,16:00:29,Payment related,N,N,,0,
ID4272,Joe,3/16/2021,16:00:29,Contract related,Y,N,20,79,5
ID4273,Becky,3/16/2021,16:13:26,Contract related,Y,N,26,379,3
ID4274,Stewart,3/16/2021,16:13:26,Contract related,Y,Y,53,72,3
ID4275,Greg,3/16/2021,16:36:29,Contract related,Y,Y,26,177,4
ID4276,Joe,3/16/2021,16:36:29,Payment related,Y,Y,66,222,3
ID4277,Dan,3/16/2021,17:09:36,Payment related,Y,N,105,332,4
ID4278,Diane,3/16/2021,17:09:36,Admin Support,Y,Y,111,73,3
ID4279,Martha,3/16/2021,17:49:55,Contract related,Y,Y,26,390,1
ID4280,Jim,3/16/2021,17:49:55,Contract related,N,N,,0,
ID4281,Stewart,3/17/2021,9:05:46,Payment related,Y,N,50,172,4
ID4282,Dan,3/17/2021,9:05:46,Streaming,Y,Y,57,366,5
ID4283,Jim,3/17/2021,9:43:12,Technical Support,Y,Y,26,79,5
ID4284,Greg,3/17/2021,9:43:12,Admin Support,Y,Y,104,418,1
ID4285,Becky,3/17/2021,10:59:31,Technical Support,Y,Y,93,321,1
ID4286,Jim,3/17/2021,10:59:31,Technical Support,Y,Y,108,125,3
ID4287,Martha,3/17/2021,11:25:26,Streaming,Y,Y,42,142,5
ID4288,Martha,3/17/2021,11:25:26,Technical Support,N,N,,0,
ID4289,Jim,3/17/2021,11:44:10,Admin Support,Y,Y,94,317,5
ID4290,Dan,3/17/2021,11:44:10,Contract related,Y,Y,74,185,3
ID4291,Diane,3/17/2021,12:43:12,Contract related,Y,Y,117,141,5
ID4292,Dan,3/17/2021,12:43:12,Admin Support,N,N,,0,
ID4293,Martha,3/17/2021,13:01:55,Payment related,Y,Y,49,54,1
ID4294,Diane,3/17/2021,13:01:55,Streaming,Y,Y,23,280,3
ID4295,Joe,3/17/2021,13:24:58,Streaming,N,N,,0,
ID4296,Martha,3/17/2021,13:24:58,Streaming,Y,Y,84,136,5
ID4297,Martha,3/17/2021,13:58:05,Payment related,Y,Y,69,79,1
ID4298,Diane,3/17/2021,13:58:05,Technical Support,Y,Y,25,284,3
ID4299,Becky,3/17/2021,14:00:58,Payment related,N,N,,0,
ID4300,Martha,3/17/2021,14:00:58,Technical Support,N,N,,0,
ID4301,Greg,3/17/2021,14:19:41,Payment related,Y,Y,34,273,4
ID4302,Joe,3/17/2021,14:19:41,Streaming,Y,N,45,225,1
ID4303,Martha,3/17/2021,14:21:07,Streaming,N,N,,0,
ID4304,Dan,3/17/2021,14:21:07,Payment related,Y,Y,29,110,5
ID4305,Jim,3/17/2021,15:17:17,Technical Support,Y,Y,26,195,4
ID4306,Diane,3/17/2021,15:17:17,Streaming,Y,Y,115,268,4
ID4307,Martha,3/17/2021,15:47:31,Payment related,Y,Y,78,248,3
ID4308,Jim,3/17/2021,15:47:31,Streaming,Y,N,41,251,3
ID4309,Diane,3/17/2021,16:20:38,Contract related,Y,Y,21,146,5
ID4310,Dan,3/17/2021,16:20:38,Streaming,N,N,,0,
ID4311,Martha,3/17/2021,16:22:05,Streaming,Y,Y,47,270,5
ID4312,Jim,3/17/2021,16:22:05,Payment related,Y,N,98,359,2
ID4313,Joe,3/17/2021,16:42:14,Contract related,N,N,,0,
ID4314,Martha,3/17/2021,16:42:14,Payment related,Y,Y,51,274,4
ID4315,Becky,3/17/2021,16:46:34,Streaming,Y,Y,70,335,4
ID4316,Diane,3/17/2021,16:46:34,Contract related,Y,Y,58,380,2
ID4317,Jim,3/17/2021,16:52:19,Technical Support,N,N,,0,
ID4318,Greg,3/17/2021,16:52:19,Admin Support,N,N,,0,
ID4319,Greg,3/17/2021,17:12:29,Streaming,Y,Y,39,234,5
ID4320,Joe,3/17/2021,17:12:29,Payment related,Y,Y,55,205,1
ID4321,Diane,3/17/2021,17:13:55,Contract related,Y,Y,80,185,3
ID4322,Dan,3/17/2021,17:13:55,Payment related,Y,Y,68,209,4
ID4323,Diane,3/17/2021,17:24:00,Technical Support,Y,Y,96,134,3
ID4324,Greg,3/17/2021,17:24:00,Payment related,Y,Y,32,228,3
ID4325,Stewart,3/17/2021,17:26:53,Admin Support,N,N,,0,
ID4326,Diane,3/17/2021,17:26:53,Streaming,Y,Y,90,113,3
ID4327,Dan,3/17/2021,17:48:29,Streaming,Y,Y,108,195,4
ID4328,Stewart,3/17/2021,17:48:29,Technical Support,Y,N,120,334,4
ID4329,Dan,3/17/2021,18:00:00,Contract related,Y,Y,21,279,5
ID4330,Greg,3/17/2021,18:00:00,Contract related,N,N,,0,
ID4331,Martha,3/18/2021,9:14:24,Payment related,Y,N,59,167,4
ID4332,Stewart,3/18/2021,9:14:24,Admin Support,Y,Y,14,322,3
ID4333,Joe,3/18/2021,9:21:36,Contract related,N,N,,0,
ID4334,Stewart,3/18/2021,9:21:36,Streaming,Y,Y,57,44,3
ID4335,Dan,3/18/2021,10:32:10,Streaming,Y,Y,123,244,3
ID4336,Dan,3/18/2021,10:32:10,Streaming,Y,Y,71,341,3
ID4337,Stewart,3/18/2021,10:56:38,Contract related,Y,N,71,256,3
ID4338,Martha,3/18/2021,10:56:38,Technical Support,Y,Y,41,382,3
ID4339,Dan,3/18/2021,11:38:24,Contract related,N,N,,0,
ID4340,Martha,3/18/2021,11:38:24,Technical Support,Y,Y,80,343,4
ID4341,Stewart,3/18/2021,12:02:53,Payment related,N,N,,0,
ID4342,Greg,3/18/2021,12:02:53,Payment related,Y,Y,57,72,2
ID4343,Stewart,3/18/2021,12:30:14,Streaming,Y,Y,17,159,3
ID4344,Martha,3/18/2021,12:30:14,Admin Support,Y,Y,93,287,5
ID4345,Greg,3/18/2021,12:51:50,Payment related,Y,Y,13,43,3
ID4346,Stewart,3/18/2021,12:51:50,Payment related,Y,Y,64,102,4
ID4347,Stewart,3/18/2021,13:36:29,Technical Support,Y,Y,98,110,5
ID4348,Greg,3/18/2021,13:36:29,Technical Support,Y,N,83,148,2
ID4349,Martha,3/18/2021,13:49:26,Streaming,Y,N,116,378,5
ID4350,Becky,3/18/2021,13:49:26,Streaming,Y,Y,104,46,2
ID4351,Martha,3/18/2021,14:02:24,Streaming,Y,Y,83,334,5
ID4352,Martha,3/18/2021,14:02:24,Admin Support,Y,Y,26,408,4
ID4353,Diane,3/18/2021,14:25:26,Admin Support,Y,Y,47,36,2
ID4354,Jim,3/18/2021,14:25:26,Contract related,N,N,,0,
ID4355,Dan,3/18/2021,14:41:17,Admin Support,N,N,,0,
ID4356,Joe,3/18/2021,14:41:17,Technical Support,Y,N,34,187,4
ID4357,Becky,3/18/2021,14:52:48,Technical Support,Y,Y,65,222,5
ID4358,Diane,3/18/2021,14:52:48,Streaming,Y,Y,54,379,3
ID4359,Joe,3/18/2021,14:52:48,Technical Support,Y,Y,108,315,4
ID4360,Jim,3/18/2021,14:52:48,Contract related,Y,Y,114,282,4
ID4361,Jim,3/18/2021,15:48:58,Admin Support,Y,Y,109,179,3
ID4362,Jim,3/18/2021,15:48:58,Streaming,Y,Y,115,215,3
ID4363,Joe,3/18/2021,16:03:22,Streaming,Y,Y,125,247,3
ID4364,Joe,3/18/2021,16:03:22,Technical Support,Y,Y,116,199,4
ID4365,Greg,3/18/2021,16:16:19,Admin Support,Y,Y,12,171,3
ID4366,Becky,3/18/2021,16:16:19,Streaming,Y,Y,96,134,5
ID4367,Diane,3/18/2021,16:30:43,Streaming,Y,Y,13,317,5
ID4368,Jim,3/18/2021,16:30:43,Payment related,N,N,,0,
ID4369,Jim,3/18/2021,16:58:05,Contract related,Y,Y,96,382,3
ID4370,Greg,3/18/2021,16:58:05,Payment related,N,N,,0,
ID4371,Dan,3/18/2021,17:08:10,Streaming,Y,Y,37,355,3
ID4372,Stewart,3/18/2021,17:08:10,Technical Support,Y,Y,45,375,4
ID4373,Becky,3/18/2021,17:22:34,Streaming,Y,Y,44,164,5
ID4374,Greg,3/18/2021,17:22:34,Contract related,N,N,,0,
ID4375,Martha,3/18/2021,17:26:53,Contract related,Y,Y,65,199,3
ID4376,Martha,3/18/2021,17:26:53,Streaming,Y,Y,48,127,4
ID4377,Stewart,3/18/2021,17:41:17,Technical Support,Y,Y,119,154,1
ID4378,Jim,3/18/2021,17:41:17,Contract related,Y,N,102,316,3
ID4379,Stewart,3/19/2021,9:15:50,Contract related,Y,Y,30,310,5
ID4380,Joe,3/19/2021,9:15:50,Payment related,Y,Y,51,319,1
ID4381,Jim,3/19/2021,9:47:31,Contract related,N,N,,0,
ID4382,Becky,3/19/2021,9:47:31,Technical Support,Y,Y,39,310,5
ID4383,Becky,3/19/2021,10:03:22,Payment related,Y,Y,102,327,2
ID4384,Stewart,3/19/2021,10:03:22,Payment related,Y,Y,112,40,3
ID4385,Becky,3/19/2021,10:14:53,Payment related,N,N,,0,
ID4386,Martha,3/19/2021,10:14:53,Technical Support,Y,Y,42,276,5
ID4387,Greg,3/19/2021,11:12:29,Admin Support,Y,Y,87,88,3
ID4388,Becky,3/19/2021,11:12:29,Payment related,N,N,,0,
ID4389,Becky,3/19/2021,11:13:55,Contract related,Y,Y,123,152,3
ID4390,Stewart,3/19/2021,11:13:55,Payment related,N,N,,0,
ID4391,Dan,3/19/2021,11:29:46,Contract related,Y,Y,98,86,3
ID4392,Jim,3/19/2021,11:29:46,Streaming,Y,Y,45,39,4
ID4393,Stewart,3/19/2021,12:14:24,Payment related,Y,Y,50,134,3
ID4394,Joe,3/19/2021,12:14:24,Payment related,Y,Y,102,270,4
ID4395,Diane,3/19/2021,12:27:22,Admin Support,Y,Y,93,132,1
ID4396,Stewart,3/19/2021,12:27:22,Admin Support,Y,Y,28,327,3
ID4397,Jim,3/19/2021,12:59:02,Payment related,N,N,,0,
ID4398,Martha,3/19/2021,12:59:02,Streaming,N,N,,0,
ID4399,Joe,3/19/2021,12:59:02,Technical Support,Y,N,123,46,4
ID4400,Greg,3/19/2021,12:59:02,Admin Support,Y,Y,112,249,4
ID4401,Stewart,3/19/2021,13:07:41,Contract related,Y,Y,12,76,3
ID4402,Dan,3/19/2021,13:07:41,Contract related,Y,Y,107,361,4
ID4403,Diane,3/19/2021,13:55:12,Technical Support,Y,Y,97,218,2
ID4404,Joe,3/19/2021,13:55:12,Contract related,N,N,,0,
ID4405,Joe,3/19/2021,14:18:14,Admin Support,N,N,,0,
ID4406,Diane,3/19/2021,14:18:14,Admin Support,Y,Y,98,407,4
ID4407,Jim,3/19/2021,15:21:36,Streaming,Y,Y,96,349,2
ID4408,Diane,3/19/2021,15:21:36,Payment related,N,N,,0,
ID4409,Joe,3/19/2021,15:24:29,Payment related,Y,Y,60,77,1
ID4410,Joe,3/19/2021,15:24:29,Contract related,Y,Y,115,296,3
ID4411,Martha,3/19/2021,15:28:48,Contract related,Y,Y,86,137,4
ID4412,Martha,3/19/2021,15:28:48,Payment related,Y,Y,99,130,2
ID4413,Greg,3/19/2021,15:34:34,Admin Support,Y,N,55,211,4
ID4414,Joe,3/19/2021,15:34:34,Streaming,Y,N,100,92,2
ID4415,Becky,3/19/2021,16:27:50,Contract related,Y,Y,101,84,4
ID4416,Joe,3/19/2021,16:27:50,Payment related,Y,Y,105,379,5
ID4417,Stewart,3/19/2021,16:33:36,Payment related,N,N,,0,
ID4418,Greg,3/19/2021,16:33:36,Contract related,Y,Y,47,414,4
ID4419,Greg,3/19/2021,16:43:41,Admin Support,Y,Y,123,160,3
ID4420,Jim,3/19/2021,16:43:41,Streaming,Y,N,108,279,3
ID4421,Stewart,3/20/2021,9:05:46,Admin Support,N,N,,0,
ID4422,Martha,3/20/2021,9:05:46,Technical Support,Y,Y,35,67,5
